TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,Habit,LeafArrangement,LeafForm,LeafVenation,LeafMargin,Stipules,Exudate
Clerodendrum involucratum,K000853725,Eudicots-Asterids,Lamiales,Lamiaceae,Clerodendrum,Clerodendrum involucratum Vatke ,,tree,,,,,,
Millettia richardiana,K000858653,Eudicots-Rosids,Fabales,Fabaceae,Millettia,Millettia richardiana (Baill.) Du Puy & Labat ,,shrub;tree,,,,,,
Acalypha boinensis,K000865853,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Acalypha,Acalypha boinensis Leandri ,,shrub,,,,,,
Acalypha boinensis,K000865854,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Acalypha,Acalypha boinensis Leandri ,,shrub,,,,,,
Acalypha boinensis,K000865855,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Acalypha,Acalypha boinensis Leandri ,,shrub,,,,,,
Ecbolium syringifolium,K000874015,Eudicots-Asterids,Lamiales,Acanthaceae,Ecbolium,Ecbolium syringifolium (Vahl) Vollesen ,,shrub,,,,,,
Astrotrichilia asterotricha,K000895000,Eudicots-Rosids,Sapindales,Meliaceae,Astrotrichilia,Astrotrichilia asterotricha (Radlk.) Cheek ,,tree,,,,,,
Arboa integrifolia,K000912914,Eudicots-Rosids,Brassicales,Capparaceae,Arboa,Arboa integrifolia (Claverie) Thulin & Razafim. ,,shrub;tree,,,,,,
Chassalia princei,K000918379,Eudicots-Asterids,Gentianales,Rubiaceae,Chassalia,Chassalia princei (Dubard & Dop) Bremek. ,,shrub,,,,,,
Polysphaeria capuronii,K000918466,Eudicots-Asterids,Gentianales,Rubiaceae,Polysphaeria,Polysphaeria capuronii Verdc. ,,shrub;tree,,,,,,
Senegalia pervillei,K000936320,Eudicots-Rosids,Fabales,Fabaceae,Senegalia,Senegalia pervillei (Benth.) Boatwr. ,,climber,,,,,,
Chadsia versicolor,K000936321,Eudicots-Rosids,Fabales,Fabaceae,Chadsia,Chadsia versicolor Bojer ,,shrub,,,,,,
Sclerocroton melanostictus,K000936331,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Sclerocroton,Sclerocroton melanostictus (Baill.) Kruijt & Roebers ,,shrub;tree,,,,,,
Gagnebina calcicola,K000936338,Eudicots-Rosids,Fabales,Fabaceae,Gagnebina,Gagnebina calcicola (R. Vig.) Renvoize ,,shrub,,,,,,
Karomia mira,K000936341,Eudicots-Asterids,Lamiales,Lamiaceae,Karomia,Karomia mira (Moldenke) R. Fern. ,,tree,,,,,,
Leucosalpa madagascariensis,K000936347,Eudicots-Asterids,Lamiales,Orobanchaceae,Leucosalpa,Leucosalpa madagascariensis Scott Elliot ,,,,,,,,
Grewia sambiranensis,K000936353,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia sambiranensis Capuron ,,tree,,,,,,
Metaporana sericosepala,K000936358,Eudicots-Asterids,Solanales,Convolvulaceae,Metaporana,Metaporana sericosepala Verdc. ,,climber,,,,,,
Terminalia tropophylla,K000936370,Eudicots-Rosids,Myrtales,Combretaceae,Terminalia,Terminalia tropophylla H. Perrier ,,tree,,,,,,
Stereospermum euphorioides,K000936371,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,,,,,,
Albizia aurisparsa,K000936380,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia aurisparsa (Drake) R. Vig. ,,tree,,,,,,
Dalbergia mollis,K000936383,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia mollis Bosser & R. Rabev. ,,,,,,,,
Albizia arenicola,K000936414,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia arenicola R. Vig. ,,tree,,,,,,
Stereospermum euphorioides,K000936416,Eudicots-Asterids,Lamiales,Bignoniaceae,Stereospermum,Stereospermum euphorioides DC. ,,tree,,,,,,
Hibiscus thespesianus,K000936423,Eudicots-Rosids,Malvales,Malvaceae,Hibiscus,Hibiscus thespesianus Baill. ,,tree,,,,,,
Dombeya subviscosa,K000936427,Eudicots-Rosids,Malvales,Malvaceae,Dombeya,Dombeya subviscosa Hochr. ,,tree,,,,,,
Turraea rostrata,K000936431,Eudicots-Rosids,Sapindales,Meliaceae,Turraea,Turraea rostrata C. DC. ,,,,,,,,
Zanthoxylum tsihanimposa,K000936541,Eudicots-Rosids,Sapindales,Rutaceae,Zanthoxylum,Zanthoxylum tsihanimposa H. Perrier ,,tree,,,,,,
Phialiphora capitulata,K000936569,Eudicots-Rosids,Rosales,Moraceae,Phialiphora,Phialiphora capitulata Groeninckx ,,shrub,,,,,,
Diospyros sakalavarum,K000936583,Eudicots-Asterids,Ericales,Ebenaceae,Diospyros,Diospyros sakalavarum H. Perrier ,,tree,,,,,,
Metaporana sericosepala,K000936645,Eudicots-Asterids,Solanales,Convolvulaceae,Metaporana,Metaporana sericosepala Verdc. ,,climber,,,,,,
Dalbergia bracteolata,K000936651,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia bracteolata Baker ,,climber;shrub;tree,,,,,,
Homalium albiflorum,K000936653,Eudicots-Rosids,Malpighiales,Salicaceae,Homalium,Homalium albiflorum (Boivin ex Tul.) O. Hoffm. ,,tree,,,,,,
Jacquemontia tamnifolia,K000936656,Eudicots-Asterids,Solanales,Convolvulaceae,Jacquemontia,Jacquemontia tamnifolia (L.) Griseb. ,,climber;herb;shrub,,,,,,
Operculina turpethum,K000936715,Eudicots-Asterids,Solanales,Convolvulaceae,Operculina,Operculina turpethum (L.) Silva Manso ,,climber;herb,,,,,,
Cyanthillium cinereum,K000936739,Eudicots-Asterids,Asterales,Asteraceae,Cyanthillium,Cyanthillium cinereum (L.) H. Rob. ,,herb,,,,,,
Rhopalocarpus lucidus,K000936752,Eudicots-Rosids,Malvales,Sphaerosepalaceae,Rhopalocarpus,Rhopalocarpus lucidus Bojer ,,tree,,,,,,
Albizia arenicola,K000936756,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia arenicola R. Vig. ,,tree,,,,,,
Vernonia kenteocephala,K000936762,Eudicots-Asterids,Asterales,Asteraceae,Vernonia,Vernonia kenteocephala Baker ,,,,,,,,
Paederia bojeriana,K000936770,Eudicots-Asterids,Gentianales,Rubiaceae,Paederia,Paederia bojeriana (A. Rich. ex DC.) Drake ,,climber,,,,,,
Paederia bojeriana,K000936770_a,Eudicots-Asterids,Gentianales,Rubiaceae,Paederia,Paederia bojeriana (A. Rich. ex DC.) Drake ,,climber,,,,,,
Crotalaria pervillei,K000936771,Eudicots-Rosids,Fabales,Fabaceae,Crotalaria,Crotalaria pervillei Baill. ,,shrub,,,,,,
Crotalaria pervillei,K000936771_a,Eudicots-Rosids,Fabales,Fabaceae,Crotalaria,Crotalaria pervillei Baill. ,,shrub,,,,,,
Albizia arenicola,K000936773,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia arenicola R. Vig. ,,tree,,,,,,
Grewia amplifolia,K000936779,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia amplifolia Baill. ,,tree,,,,,,
Jacquemontia tamnifolia,K000936782,Eudicots-Asterids,Solanales,Convolvulaceae,Jacquemontia,Jacquemontia tamnifolia (L.) Griseb. ,,climber;herb;shrub,,,,,,
Paederia farinosa,K000936786,Eudicots-Asterids,Gentianales,Rubiaceae,Paederia,Paederia farinosa (Baker) Puff ,,climber;shrub,,,,,,
Ehretia cymosa,K000936870,Eudicots-Asterids,Boraginales,Boraginaceae,Ehretia,Ehretia cymosa Thonn. ,,shrub;tree,,,,,,
Macaranga boutonioides,K000936871,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill. ,,shrub,,,,,,
Psorospermum cerasifolium,K000936873,Eudicots-Rosids,Malpighiales,Hypericaceae,Psorospermum,Psorospermum cerasifolium Baker ,,tree,,,,,,
Trilepisium madagascariense,K000936875,Eudicots-Rosids,Rosales,Moraceae,Trilepisium,Trilepisium madagascariense DC. ,,tree,,,,,,
Mimusops capuronii,K000936879,Eudicots-Asterids,Ericales,Sapotaceae,Mimusops,Mimusops capuronii Aubrév. ,,tree,,,,,,
Psorospermum cerasifolium,K000936892,Eudicots-Rosids,Malpighiales,Hypericaceae,Psorospermum,Psorospermum cerasifolium Baker ,,tree,,,,,,
Diospyros tropophylla,K000937013,Eudicots-Asterids,Ericales,Ebenaceae,Diospyros,Diospyros tropophylla (H. Perrier) G.E. Schatz & Lowry ,,shrub;tree,,,,,,
Albizia arenicola,K000937014,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia arenicola R. Vig. ,,tree,,,,,,
Mimosa nossibiensis,K000937491,Eudicots-Rosids,Fabales,Fabaceae,Mimosa,Mimosa nossibiensis Benth. ,,climber,,,,,,
Mimosa nossibiensis,K000937491_a,Eudicots-Rosids,Fabales,Fabaceae,Mimosa,Mimosa nossibiensis Benth. ,,climber,,,,,,
Leea guineensis,K000937510,Eudicots-Rosids,Vitales,Vitaceae,Leea,Leea guineensis G. Don ,,shrub;tree,,,,,,
Leea guineensis,K000937510_a,Eudicots-Rosids,Vitales,Vitaceae,Leea,Leea guineensis G. Don ,,shrub;tree,,,,,,
Perriera madagascariensis,K000937531,Eudicots-Rosids,Sapindales,Simaroubaceae,Perriera,Perriera madagascariensis Courchet ,,tree,,,,,,
Diospyros torquata,K000937551,Eudicots-Asterids,Ericales,Ebenaceae,Diospyros,Diospyros torquata H. Perrier ,,shrub;tree,,,,,,
Cinnamosma fragrans,K000937555,Magnoliids,Canellales,Canellaceae,Cinnamosma,Cinnamosma fragrans Baill. ,,shrub;tree,,,,,,
Pothos scandens,K000937563,Monocots,Alismatales,Araceae,Pothos,Pothos scandens L. ,,climber,,,,,,
Poupartia silvatica,K000937567,Eudicots-Rosids,Sapindales,Anacardiaceae,Poupartia,Poupartia silvatica H. Perrier ,,tree,,,,,,
Pentopetia androsaemifolia,K000937660,Eudicots-Asterids,Gentianales,Apocynaceae,Pentopetia,Pentopetia androsaemifolia Decne. ,,shrub,,,,,,
Trochomeriopsis diversifolia,K000937677,Eudicots-Rosids,Cucurbitales,Cucurbitaceae,Trochomeriopsis,Trochomeriopsis diversifolia Cogn. ,,,,,,,,
Gouania lineata,K000937726,Eudicots-Rosids,Rosales,Rhamnaceae,Gouania,Gouania lineata Tul. ,,climber,,,,,,
Cyperus psammophilus,K000937730,Monocots,Poales,Cyperaceae,Cyperus,Cyperus psammophilus Cherm. ,,herb,,,,,,
Gouania lineata,K000937757,Eudicots-Rosids,Rosales,Rhamnaceae,Gouania,Gouania lineata Tul. ,,climber,,,,,,
Grewia amplifolia,K000937760,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia amplifolia Baill. ,,tree,,,,,,
Grewia amplifolia,K000937760_a,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia amplifolia Baill. ,,tree,,,,,,
Operculicarya gummifera,K000937768,Eudicots-Rosids,Sapindales,Anacardiaceae,Operculicarya,Operculicarya gummifera (Sprague) Capuron ,,tree,,,,,,
Noronhia oblanceolata,K000937769,Eudicots-Asterids,Lamiales,Oleaceae,Noronhia,Noronhia oblanceolata H. Perrier ,,shrub;tree,,,,,,
Malleastrum letouzeyanum,K000937770,Eudicots-Rosids,Sapindales,Meliaceae,Malleastrum,Malleastrum letouzeyanum J.-F. Leroy ,,tree,,,,,,
Abrahamia deflexa,K000937772,Eudicots-Rosids,Sapindales,Anacardiaceae,Abrahamia,Abrahamia deflexa (H. Perrier) Randrian. & Lowry ,,tree,,,,,,
Croton boinensis,K000937778,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton boinensis Leandri ,,shrub,,,,,,
Dalbergia chlorocarpa,K000937781,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia chlorocarpa R. Vig. ,,tree,,,,,,
Grewia glandulosa,K000937783,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia glandulosa Vahl ,,shrub;tree,,,,,,
Grewia glandulosa,K000937783_a,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia glandulosa Vahl ,,shrub;tree,,,,,,
Paramollugo nudicaulis,K000937804,Eudicots-Basal,Caryophyllales,Molluginaceae,Paramollugo,Paramollugo nudicaulis (Lam.) Thulin ,,herb;shrub,,,,,,
Strophanthus boivinii,K000937816,Eudicots-Asterids,Gentianales,Apocynaceae,Strophanthus,Strophanthus boivinii Baill. ,,shrub;tree,,,,,,
Cordia myxa,K000952022,Eudicots-Asterids,Boraginales,Boraginaceae,Cordia,Cordia myxa L. ,,tree,,,,,,
Crossandra albolineata,K000952024,Eudicots-Asterids,Lamiales,Acanthaceae,Crossandra,Crossandra albolineata Benoist ,,shrub,,,,,,
Chadsia flammea,K000952046,Eudicots-Rosids,Fabales,Fabaceae,Chadsia,Chadsia flammea Bojer ,,shrub;tree,,,,,,
Dalbergia mollis,K000952052,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia mollis Bosser & R. Rabev. ,,,,,,,,
Strychnos spinosa,K000952053,Eudicots-Asterids,Gentianales,Loganiaceae,Strychnos,Strychnos spinosa Lam. ,,shrub;tree,,,,,,
Tetracera madagascariensis,K000952056,Eudicots-Basal,Dilleniales,Dilleniaceae,Tetracera,Tetracera madagascariensis Willd. ex Schltdl. ,,,,,,,,
Tetracera madagascariensis,K000952056_a,Eudicots-Basal,Dilleniales,Dilleniaceae,Tetracera,Tetracera madagascariensis Willd. ex Schltdl. ,,,,,,,,
Strophanthus boivinii,K000952076,Eudicots-Asterids,Gentianales,Apocynaceae,Strophanthus,Strophanthus boivinii Baill. ,,shrub;tree,,,,,,
Strychnos spinosa,K000952079,Eudicots-Asterids,Gentianales,Loganiaceae,Strychnos,Strychnos spinosa Lam. ,,shrub;tree,,,,,,
Ventilago leptadenia,K000952081,Eudicots-Rosids,Rosales,Rhamnaceae,Ventilago,Ventilago leptadenia Tul. ,,,,,,,,
Dalbergia purpurascens,K000952093,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia purpurascens Baill. ,,tree,,,,,,
Mucuna pruriens,K000952131,Eudicots-Rosids,Fabales,Fabaceae,Mucuna,Mucuna pruriens (L.) DC. ,,climber;herb;shrub,,,,,,
Grewia sambiranensis,K000952135,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia sambiranensis Capuron ,,tree,,,,,,
Bauhinia monandra,K000952193,Eudicots-Rosids,Fabales,Fabaceae,Bauhinia,Bauhinia monandra Kurz ,,shrub;tree,,,,,,
Securinega seyrigii,K000952201,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Securinega,Securinega seyrigii Leandri ,,tree,,,,,,
Maerua cylindrocarpa,K000952223,Eudicots-Rosids,Brassicales,Capparaceae,Maerua,Maerua cylindrocarpa Hadj-Moust. ,,,,,,,,
Astrotrichilia asterotricha,K000952291,Eudicots-Rosids,Sapindales,Meliaceae,Astrotrichilia,Astrotrichilia asterotricha (Radlk.) Cheek ,,tree,,,,,,
Astrotrichilia asterotricha,K000952291_a,Eudicots-Rosids,Sapindales,Meliaceae,Astrotrichilia,Astrotrichilia asterotricha (Radlk.) Cheek ,,tree,,,,,,
Trilepisium madagascariense,K000952362,Eudicots-Rosids,Rosales,Moraceae,Trilepisium,Trilepisium madagascariense DC. ,,tree,,,,,,
Polycardia lateralis,K000952395,Eudicots-Rosids,Celastrales,Celastraceae,Polycardia,Polycardia lateralis O. Hoffm. ,,,,,,,,
Polycardia lateralis,K000952395_a,Eudicots-Rosids,Celastrales,Celastraceae,Polycardia,Polycardia lateralis O. Hoffm. ,,,,,,,,
Capurodendron oblongifolium,K000952468,Eudicots-Asterids,Ericales,Sapotaceae,Capurodendron,Capurodendron oblongifolium (Lecomte) L. Gaut. & Boluda ,,shrub;tree,,,,,,
Perriera madagascariensis,K000952632,Eudicots-Rosids,Sapindales,Simaroubaceae,Perriera,Perriera madagascariensis Courchet ,,tree,,,,,,
Dichapetalum bojeri,K000952665,Eudicots-Rosids,Malpighiales,Dichapetalaceae,Dichapetalum,Dichapetalum bojeri (Tul.) Engl. ,,climber;shrub;tree,,,,,,
Operculicarya gummifera,K000952670,Eudicots-Rosids,Sapindales,Anacardiaceae,Operculicarya,Operculicarya gummifera (Sprague) Capuron ,,tree,,,,,,
Polygala schoenlankii,K000952724,Eudicots-Rosids,Fabales,Polygalaceae,Polygala,Polygala schoenlankii O. Hoffm. & Hildebrandt ,,,,,,,,
Stictocardia mojangensis,K000952814,Eudicots-Asterids,Solanales,Convolvulaceae,Stictocardia,Stictocardia mojangensis (Vatke) D.F. Austin & Eich ,,climber;herb,,,,,,
Ipomoea obscura,K000952817,Eudicots-Asterids,Solanales,Convolvulaceae,Ipomoea,Ipomoea obscura (L.) Ker Gawl. ,,climber;herb,,,,,,
Trochomeriopsis diversifolia,K000952818,Eudicots-Rosids,Cucurbitales,Cucurbitaceae,Trochomeriopsis,Trochomeriopsis diversifolia Cogn. ,,,,,,,,
Ficus botryoides,K000952821,Eudicots-Rosids,Rosales,Moraceae,Ficus,Ficus botryoides Baker ,,tree,,,,,,
Strophanthus boivinii,K000952851,Eudicots-Asterids,Gentianales,Apocynaceae,Strophanthus,Strophanthus boivinii Baill. ,,shrub;tree,,,,,,
Cryptostegia madagascariensis,K000952863,Eudicots-Asterids,Gentianales,Apocynaceae,Cryptostegia,Cryptostegia madagascariensis Bojer ex Decne. ,,climber;shrub,,,,,,
Cissus rhodotricha,K000953305,Eudicots-Rosids,Vitales,Vitaceae,Cissus,Cissus rhodotricha (Baker) Desc. ,,climber,,,,,,
Indigofera leucoclada,K000953328,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera leucoclada Baker ,,shrub,,,,,,
Indigofera leucoclada,K000953385,Eudicots-Rosids,Fabales,Fabaceae,Indigofera,Indigofera leucoclada Baker ,,shrub,,,,,,
Cyperus psammophilus,K000953391,Monocots,Poales,Cyperaceae,Cyperus,Cyperus psammophilus Cherm. ,,herb,,,,,,
Karomia mira,K000953398,Eudicots-Asterids,Lamiales,Lamiaceae,Karomia,Karomia mira (Moldenke) R. Fern. ,,tree,,,,,,
Cinnamosma fragrans,K000953415,Magnoliids,Canellales,Canellaceae,Cinnamosma,Cinnamosma fragrans Baill. ,,shrub;tree,,,,,,
Prockiopsis hildebrandtii,K000953459,Eudicots-Rosids,Malpighiales,Salicaceae,Prockiopsis,Prockiopsis hildebrandtii Baill. ,,tree,,,,,,
Catharanthus roseus,K000953649,Eudicots-Asterids,Gentianales,Apocynaceae,Catharanthus,Catharanthus roseus (L.) G. Don ,,shrub,,,,,,
Rinorea arborea,K000953891,Eudicots-Rosids,Malpighiales,Violaceae,Rinorea,Rinorea arborea (Thouars) Baill. ,,shrub;tree,,,,,,
Malleastrum gracile,K000953929,Eudicots-Rosids,Sapindales,Meliaceae,Malleastrum,Malleastrum gracile J.-F. Leroy ,,,,,,,,
Sclerocroton melanostictus,K000953933,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Sclerocroton,Sclerocroton melanostictus (Baill.) Kruijt & Roebers ,,shrub;tree,,,,,,
Dalbergia bracteolata,K000953942,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia bracteolata Baker ,,climber;shrub;tree,,,,,,
Grewia sambiranensis,K000975560,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia sambiranensis Capuron ,,tree,,,,,,
Grewia sambiranensis,K000975697,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia sambiranensis Capuron ,,tree,,,,,,
Grewia amplifolia,K000975771,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia amplifolia Baill. ,,tree,,,,,,
Grewia glandulosa,K000975785,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia glandulosa Vahl ,,shrub;tree,,,,,,
Grewia glandulosa,K000975786,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia glandulosa Vahl ,,shrub;tree,,,,,,
Grewia glandulosa,K000975787,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia glandulosa Vahl ,,shrub;tree,,,,,,
Grewia lavanalensis,K000975805,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia lavanalensis Baill. ,,tree,,,,,,
Grewia lavanalensis,K000975806,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia lavanalensis Baill. ,,tree,,,,,,
Pentopetia albicans,K000993615,Eudicots-Asterids,Gentianales,Apocynaceae,Pentopetia,Pentopetia albicans (Jum. & H. Perrier) Klack. ,,,,,,,,
Arboa integrifolia,K000994388,Eudicots-Rosids,Brassicales,Capparaceae,Arboa,Arboa integrifolia (Claverie) Thulin & Razafim. ,,shrub;tree,,,,,,
Arboa integrifolia,K000994388_a,Eudicots-Rosids,Brassicales,Capparaceae,Arboa,Arboa integrifolia (Claverie) Thulin & Razafim. ,,shrub;tree,,,,,,
Ehretia cymosa,K001036027,Eudicots-Asterids,Boraginales,Boraginaceae,Ehretia,Ehretia cymosa Thonn. ,,shrub;tree,,,,,,
Dalbergia chlorocarpa,K001036034,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia chlorocarpa R. Vig. ,,tree,,,,,,
Stictocardia mojangensis,K001036089,Eudicots-Asterids,Solanales,Convolvulaceae,Stictocardia,Stictocardia mojangensis (Vatke) D.F. Austin & Eich ,,climber;herb,,,,,,
Terminalia tropophylla,K001036090,Eudicots-Rosids,Myrtales,Combretaceae,Terminalia,Terminalia tropophylla H. Perrier ,,tree,,,,,,
Cryptostegia madagascariensis,K001036092,Eudicots-Asterids,Gentianales,Apocynaceae,Cryptostegia,Cryptostegia madagascariensis Bojer ex Decne. ,,climber;shrub,,,,,,
Astrotrichilia asterotricha,K001036095,Eudicots-Rosids,Sapindales,Meliaceae,Astrotrichilia,Astrotrichilia asterotricha (Radlk.) Cheek ,,tree,,,,,,
Rhopalocarpus lucidus,K001036109,Eudicots-Rosids,Malvales,Sphaerosepalaceae,Rhopalocarpus,Rhopalocarpus lucidus Bojer ,,tree,,,,,,
Polycarpaea corymbosa,K001036288,Eudicots-Basal,Caryophyllales,Caryophyllaceae,Polycarpaea,Polycarpaea corymbosa (L.) Lam. ,,herb,,,,,,
Cleome viscosa,K001036624,Eudicots-Rosids,Brassicales,Cleomaceae,Cleome,Cleome viscosa L. ,,herb;shrub,,,,,,
Chadsia versicolor,K001036629,Eudicots-Rosids,Fabales,Fabaceae,Chadsia,Chadsia versicolor Bojer ,,shrub,,,,,,
Tetracera rutenbergii,K001036630,Eudicots-Basal,Dilleniales,Dilleniaceae,Tetracera,Tetracera rutenbergii Buchenau ,,,,,,,,
Tephrosia reptans,K001036650,Eudicots-Rosids,Fabales,Fabaceae,Tephrosia,Tephrosia reptans Baker ,,perennial or subshrub,,,,,,
Chassalia princei,K001036679,Eudicots-Asterids,Gentianales,Rubiaceae,Chassalia,Chassalia princei (Dubard & Dop) Bremek. ,,shrub,,,,,,
Leptadenia madagascariensis,K001036683,Eudicots-Asterids,Gentianales,Apocynaceae,Leptadenia,Leptadenia madagascariensis Decne. ,,climber,,,,,,
Dalbergia bracteolata,K001036688,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia bracteolata Baker ,,climber;shrub;tree,,,,,,
Commiphora grandifolia,K001036693,Eudicots-Rosids,Sapindales,Burseraceae,Commiphora,Commiphora grandifolia Engl. ,,shrub;tree,,,,,,
Margaritaria anomala,K001036727,Eudicots-Rosids,Malpighiales,Phyllanthaceae,Margaritaria,Margaritaria anomala (Baill.) Fosberg ,,shrub;tree,,,,,,
Paederia farinosa,K001036830,Eudicots-Asterids,Gentianales,Rubiaceae,Paederia,Paederia farinosa (Baker) Puff ,,climber;shrub,,,,,,
Cinnamosma fragrans,K001036843,Magnoliids,Canellales,Canellaceae,Cinnamosma,Cinnamosma fragrans Baill. ,,shrub;tree,,,,,,
Polycarpaea corymbosa,K001036848,Eudicots-Basal,Caryophyllales,Caryophyllaceae,Polycarpaea,Polycarpaea corymbosa (L.) Lam. ,,herb,,,,,,
Strophanthus boivinii,K001036952,Eudicots-Asterids,Gentianales,Apocynaceae,Strophanthus,Strophanthus boivinii Baill. ,,shrub;tree,,,,,,
Cyperus psammophilus,K001036980,Monocots,Poales,Cyperaceae,Cyperus,Cyperus psammophilus Cherm. ,,herb,,,,,,
Leucosalpa madagascariensis,K001037019,Eudicots-Asterids,Lamiales,Orobanchaceae,Leucosalpa,Leucosalpa madagascariensis Scott Elliot ,,,,,,,,
Tetracera madagascariensis,K001037041,Eudicots-Basal,Dilleniales,Dilleniaceae,Tetracera,Tetracera madagascariensis Willd. ex Schltdl. ,,,,,,,,
Cissus rhodotricha,K001037056,Eudicots-Rosids,Vitales,Vitaceae,Cissus,Cissus rhodotricha (Baker) Desc. ,,climber,,,,,,
Rhynchosia madagascariensis,K001037323,Eudicots-Rosids,Fabales,Fabaceae,Rhynchosia,Rhynchosia madagascariensis R. Vig. ,,climber;herb,,,,,,
Dalbergia purpurascens,K001037327,Eudicots-Rosids,Fabales,Fabaceae,Dalbergia,Dalbergia purpurascens Baill. ,,tree,,,,,,
Grewia lavanalensis,K001037332,Eudicots-Rosids,Malvales,Malvaceae,Grewia,Grewia lavanalensis Baill. ,,tree,,,,,,
Cyperus psammophilus,K001037543,Monocots,Poales,Cyperaceae,Cyperus,Cyperus psammophilus Cherm. ,,herb,,,,,,
Acrachne perrieri,K001037545,Monocots,Poales,Poaceae,Acrachne,Acrachne perrieri (A. Camus) S.M. Phillips ,,herb,,,,,,
Gardenia rutenbergiana,K001037559,Eudicots-Asterids,Gentianales,Rubiaceae,Gardenia,Gardenia rutenbergiana (Baill. ex Vatke) J.-F. Leroy ,,shrub;tree,,,,,,
Croton menabeensis,K001040361,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton menabeensis Leandri ,,shrub,,,,,,
Croton boinensis,K001040380,Eudicots-Rosids,Malpighiales,Euphorbiaceae,Croton,Croton boinensis Leandri ,,shrub,,,,,,
Albizia aurisparsa,K001088200,Eudicots-Rosids,Fabales,Fabaceae,Albizia,Albizia aurisparsa (Drake) R. Vig. ,,tree,,,,,,
Oncinotis tomentella,K001096800,Eudicots-Asterids,Gentianales,Apocynaceae,Oncinotis,Oncinotis tomentella Radlk. ,,climber,,,,,,
Oncinotis tomentella,K001096801,Eudicots-Asterids,Gentianales,Apocynaceae,Oncinotis,Oncinotis tomentella Radlk. ,,climber,,,,,,
Commiphora pervilleana,K001096979,Eudicots-Rosids,Sapindales,Burseraceae,Commiphora,Commiphora pervilleana Engl. ,,shrub;tree,,,,,,
Commiphora pervilleana,K001096980,Eudicots-Rosids,Sapindales,Burseraceae,Commiphora,Commiphora pervilleana Engl. ,,shrub;tree,,,,,,
Xylopia sericolampra,K001208411,Magnoliids,Magnoliales,Annonaceae,Xylopia,Xylopia sericolampra Diels ,,tree,,,,,,
Xylopia bemarivensis,K001208430,Magnoliids,Magnoliales,Annonaceae,Xylopia,Xylopia bemarivensis Diels ,,tree,,,,,,
Xylopia bemarivensis,K001208431,Magnoliids,Magnoliales,Annonaceae,Xylopia,Xylopia bemarivensis Diels ,,tree,,,,,,
Xylopia bemarivensis,K001208461,Magnoliids,Magnoliales,Annonaceae,Xylopia,Xylopia bemarivensis Diels ,,tree,,,,,,
Xylopia bemarivensis,K001208462,Magnoliids,Magnoliales,Annonaceae,Xylopia,Xylopia bemarivensis Diels ,,tree,,,,,,
Xylopia bemarivensis,K001208463,Magnoliids,Magnoliales,Annonaceae,Xylopia,Xylopia bemarivensis Diels ,,tree,,,,,,
